"","instant","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casualaverage","temp_average","atemp_average","tomrw_atemp","tomrw_temp","tomrw_weather","tomrw_windspeed","tomrw_hum","predict_day","predict_workday","predict_holiday","casual_diff","casual","registered","cnt","lag_cnt","lag_casual"
"379",379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,249.428571428571,0.283028142857143,0.286253,0.161625,0.166667,1,0.251258,0.419167,1,0,1,-737,333,2160,2493,2298,217
"380",380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,204.428571428571,0.258623428571429,0.260734,0.190663,0.19,1,0.231358,0.5225,1,1,0,-315,284,2027,2311,2935,127
"381",381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,220.285714285714,0.253742428571429,0.252617428571429,0.364278,0.373043,2,0.34913,0.716087,1,1,0,111,217,2081,2298,3376,109
"382",382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,213.714285714286,0.262934857142858,0.259110571428571,0.275254,0.303333,1,0.415429,0.443333,1,1,0,-46,127,2808,2935,3292,130
"383",383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,216.142857142857,0.267101428571429,0.258029571428571,0.190038,0.19,1,0.220158,0.4975,1,1,0,17,109,3267,3376,3163,115
"384",384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,196.285714285714,0.239601428571429,0.230615285714286,0.220958,0.2175,2,0.20275,0.45,0,0,0,-139,130,3162,3292,1301,67
"385",385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,187.857142857143,0.231506142857143,0.226557571428571,0.174875,0.173333,2,0.222642,0.83125,0,0,0,-59,115,3048,3163,1977,196
"386",386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,149.857142857143,0.230553714285715,0.225384428571429,0.16225,0.1625,2,0.199638,0.79625,1,1,0,-266,67,1234,1301,2432,145
"387",387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,137.285714285714,0.229958428571429,0.225473714285714,0.243058,0.218333,2,0.110708,0.91125,1,1,0,-88,196,1781,1977,4339,439
"388",388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,127,0.234006000000001,0.232958714285714,0.349108,0.3425,1,0.123767,0.835833,1,1,0,-72,145,2287,2432,4270,467
"389",389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,171.571428571429,0.229642714285715,0.230791571428571,0.294821,0.294167,1,0.161071,0.64375,1,1,0,312,439,3900,4339,4075,244
"390",390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,222.714285714286,0.228333285714286,0.233586857142857,0.35605,0.341667,2,0.0733958,0.769583,1,1,0,358,467,3803,4270,3456,269
"391",391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,239,0.250000000000001,0.257302857142857,0.415383,0.425,2,0.342667,0.74125,0,0,0,114,244,3831,4075,4023,775
"392",392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,261,0.279642857142858,0.285077857142857,0.326379,0.315833,1,0.210829,0.543333,0,0,0,154,269,3187,3456,3243,558
"393",393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,362.142857142857,0.300000000000001,0.306721285714286,0.272721,0.2825,1,0.24005,0.31125,1,1,0,708,775,3248,4023,3624,126
"394",394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,413.857142857143,0.317142857142858,0.322502857142857,0.262625,0.269167,1,0.215792,0.400833,1,1,0,362,558,2685,3243,4509,324
"395",395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,411.142857142857,0.324404857142858,0.325298142857143,0.381317,0.39,1,0.261817,0.416667,1,1,0,-19,126,3498,3624,4579,304
"396",396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,394.714285714286,0.331190571428572,0.329899428571429,0.466538,0.469167,1,0.189067,0.507917,1,1,0,-115,324,4185,4509,3761,190
"397",397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,371.428571428571,0.356190571428572,0.354430428571429,0.398971,0.399167,2,0.187187,0.672917,1,1,0,-163,304,4275,4579,4151,310
"398",398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,363.714285714286,0.364404857142858,0.360562,0.309346,0.313333,1,0.178496,0.526667,0,0,0,-54,190,3571,3761,2832,384
"399",399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,369.571428571429,0.348452428571429,0.345413857142857,0.272725,0.264167,2,0.121896,0.779583,0,0,0,41,310,3841,4151,2947,318
"400",400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,313.714285714286,0.341071571428572,0.337749,0.264521,0.265833,2,0.175996,0.687917,1,1,0,-391,384,2448,2832,3784,206
"401",401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,279.428571428571,0.338690571428572,0.336577571428572,0.296426,0.282609,1,0.1538,0.622174,1,1,0,-240,318,2629,2947,4375,199
"402",402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,290.857142857143,0.340610857142858,0.341406285714286,0.361104,0.354167,1,0.147379,0.49625,1,1,0,80,206,3578,3784,2802,109
"403",403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,273,0.335491857142858,0.338518714285714,0.266421,0.256667,2,0.133721,0.722917,1,1,0,-125,199,4176,4375,3830,163
"404",404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,245.142857142857,0.305134714285715,0.309930571428571,0.261988,0.265,1,0.194037,0.562083,1,1,0,-195,109,2693,2802,3831,227
"405",405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,241.285714285714,0.285968,0.290361571428571,0.293558,0.280833,2,0.116929,0.54,0,0,0,-27,163,3667,3830,2169,192
"406",406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,229.428571428571,0.281325142857143,0.288106142857143,0.210867,0.224167,3,0.289796,0.73125,0,0,0,-83,227,3604,3831,1529,73
"407",407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,202,0.275610857142858,0.279269285714286,0.101658,0.1275,1,0.409212,0.464583,1,1,0,-192,192,1977,2169,3422,94
"408",408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,167,0.255849,0.256003142857143,0.227913,0.2225,1,0.167283,0.41125,1,1,0,-245,73,1456,1529,3922,135
"409",409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,151,0.247262,0.246215571428571,0.333946,0.319167,2,0.141179,0.50875,1,1,0,-112,94,3328,3422,4169,141
"410",410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,141.857142857143,0.242262000000001,0.242335857142857,0.351629,0.348333,1,0.1816,0.53125,1,1,0,-64,135,3787,3922,3005,74
"411",411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,146.428571428571,0.255357142857143,0.254508428571429,0.330162,0.316667,2,0.091425,0.752917,1,1,0,32,141,4028,4169,4154,349
"412",412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,133.714285714286,0.262738142857143,0.264247571428571,0.351629,0.343333,1,0.205846,0.634583,0,0,0,-89,74,2931,3005,4318,1435
"413",413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,151.142857142857,0.271666714285715,0.272543428571428,0.355425,0.346667,1,0.190929,0.534583,0,0,0,122,349,3805,4154,2689,618
"414",414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,328.714285714286,0.289166714285715,0.293194571428571,0.265788,0.28,2,0.253112,0.515833,1,0,1,1243,1435,2883,4318,3129,502
"415",415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,406.571428571429,0.310952428571429,0.316641714285714,0.273391,0.28,1,0.229083,0.507826,1,1,0,545,618,2071,2689,3777,163
"416",416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,464.857142857143,0.319166714285715,0.323138571428571,0.295113,0.287826,1,0.205717,0.594348,1,1,0,408,502,2627,3129,4773,394
"417",417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,468.857142857143,0.314689428571429,0.317591,0.392667,0.395833,1,0.234471,0.567917,1,1,0,28,163,3614,3777,5062,516
"418",418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,505,0.321475142857143,0.323453571428571,0.444446,0.454167,1,0.190913,0.554583,1,1,0,253,394,4379,4773,3487,246
"419",419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,568.142857142857,0.341118,0.339779857142857,0.410971,0.4075,2,0.237567,0.7375,0,0,0,442,516,4546,5062,2732,317
"420",420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,553.428571428571,0.350284714285715,0.348257285714286,0.255675,0.290833,1,0.421642,0.395833,0,0,0,-103,246,3241,3487,3389,515
"421",421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,393.714285714286,0.342308428571429,0.334007285714286,0.268308,0.279167,1,0.205229,0.41,1,1,0,-1118,317,2415,2732,4322,253
"422",422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,379,0.342189428571429,0.334367285714286,0.357954,0.366667,1,0.268033,0.490833,1,1,0,-103,515,2874,3389,4363,229
"423",423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,343.428571428571,0.354570428571429,0.346447714285714,0.353525,0.359167,1,0.193417,0.395833,1,1,0,-249,253,4069,4322,1834,65
"424",424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,352.857142857143,0.364762000000001,0.354792285714286,0.34847,0.344348,2,0.179117,0.804783,1,1,0,66,229,4134,4363,4990,325
"425",425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,305.857142857143,0.357407000000001,0.348478428571429,0.475371,0.485833,1,0.226987,0.615417,1,1,0,-329,65,1769,1834,3194,246
"426",426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,278.571428571429,0.361930714285715,0.352896285714286,0.359842,0.353333,2,0.144904,0.657083,0,0,0,-191,325,4665,4990,4066,956
"427",427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,278.571428571429,0.354192571428572,0.345592142857143,0.413492,0.414167,2,0.161079,0.62125,0,0,0,0,246,2948,3194,3423,710
"428",428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,369.857142857143,0.371811714285715,0.368137428571429,0.303021,0.325833,1,0.334571,0.403333,1,1,0,639,956,3110,4066,3333,203
"429",429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,397.714285714286,0.378478285714286,0.373096428571428,0.241171,0.243333,1,0.228858,0.50625,1,1,0,195,710,2713,3423,3956,221
"430",430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,390.571428571429,0.360859142857143,0.356413142857143,0.255042,0.258333,1,0.200875,0.456667,1,1,0,-50,203,3130,3333,4916,432
"431",431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,389.428571428571,0.346454285714286,0.342344142857143,0.3851,0.404167,1,0.345779,0.513333,1,1,0,-8,221,3735,3956,5382,486
"432",432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,441.857142857143,0.354999857142858,0.347577,0.524604,0.5275,1,0.441563,0.5675,1,1,0,367,432,4484,4916,4569,447
"433",433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,464.857142857143,0.360952285714286,0.354610285714286,0.397083,0.410833,2,0.4148,0.407083,0,0,0,161,486,4896,5382,4118,968
"434",434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,493.571428571429,0.369166571428572,0.359930428571428,0.277767,0.2875,1,0.22575,0.350417,0,0,0,201,447,4122,4569,4911,1658
"435",435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,495.285714285714,0.351071285714286,0.340541142857143,0.35967,0.361739,1,0.222587,0.476957,1,1,0,12,968,3150,4118,5298,838
"436",436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,630.714285714286,0.356200714285715,0.348633857142857,0.459592,0.466667,1,0.207713,0.489167,1,1,0,948,1658,3253,4911,5847,762
"437",437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,721.428571428571,0.388105571428572,0.379836857142857,0.542929,0.565,1,0.23695,0.6175,1,1,0,635,838,4460,5298,6312,997
"438",438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,798.714285714286,0.431915142857143,0.420963571428571,0.548617,0.5725,1,0.115062,0.507083,1,1,0,541,762,5085,5847,6192,1005
"439",439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,879.428571428571,0.455962714285715,0.444323142857143,0.532825,0.5575,1,0.149883,0.579583,1,1,0,565,997,5315,6312,4378,548
"440",440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,953.571428571429,0.460248428571429,0.445497571428571,0.436229,0.435833,2,0.113192,0.842083,0,0,0,519,1005,5187,6192,7836,3155
"441",441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,968,0.463819857142858,0.451089857142857,0.505046,0.514167,2,0.110704,0.755833,0,0,0,101,548,3830,4378,5892,2207
"442",442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,1280.42857142857,0.496200857142858,0.483558285714286,0.464,0.4725,2,0.126883,0.81,1,1,0,2187,3155,4681,7836,6153,982
"443",443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,1358.85714285714,0.512023857142858,0.498462571428571,0.532821,0.545,1,0.162317,0.72875,1,1,0,549,2207,3685,5892,6093,1051
"444",444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,1379.42857142857,0.523214285714286,0.508923857142857,0.538533,0.560833,1,0.121271,0.807917,1,1,0,144,982,5171,6153,6230,1122
"445",445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1420.71428571429,0.522619,0.508295857142857,0.513258,0.531667,2,0.0895583,0.82125,1,1,0,289,1051,5042,6093,6871,1334
"446",446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1438.57142857143,0.516785714285715,0.503244571428571,0.531567,0.554167,1,0.117562,0.83125,1,1,0,125,1122,5108,6230,8362,2469
"447",447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1485.57142857143,0.516309571428572,0.503064857142857,0.570067,0.601667,2,0.1163,0.694167,0,0,0,329,1334,5537,6871,3372,1033
"448",448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,1760,0.540000142857143,0.522184571428571,0.486733,0.5025,2,0.192783,0.885417,0,0,0,1921,2469,5893,8362,4996,1532
"449",449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1456.85714285714,0.538333428571429,0.519568428571429,0.437488,0.4375,2,0.220775,0.880833,1,1,0,-2122,1033,2339,3372,5558,795
"450",450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1360.42857142857,0.533333428571429,0.515781,0.43875,0.445833,1,0.386821,0.477917,1,1,0,-675,1532,3464,4996,5102,531
"451",451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,1333.71428571429,0.519166714285715,0.502342285714286,0.315654,0.323333,1,0.187192,0.29,1,1,0,-187,795,4763,5558,5698,674
"452",452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,1259.42857142857,0.485238142857143,0.470502428571429,0.47095,0.484167,1,0.291671,0.48125,1,1,0,-520,531,4571,5102,6133,834
"453",453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,1195.42857142857,0.478452428571429,0.464458428571429,0.482304,0.494167,1,0.31965,0.439167,1,1,0,-448,674,5024,5698,5459,796
"454",454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,1124,0.469881,0.457420857142857,0.375621,0.37,2,0.138067,0.580833,0,0,0,-500,834,5299,6133,6235,2301
"455",455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,885,0.436785714285715,0.429642857142857,0.421708,0.424167,2,0.250617,0.738333,0,0,0,-1673,796,4663,5459,6041,2347
"456",456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,1066.14285714286,0.425595285714286,0.420353571428571,0.417287,0.425833,2,0.172267,0.67625,1,1,0,1268,2301,3934,6235,5936,1208
"457",457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,1182.57142857143,0.423928571428572,0.417467714285714,0.427513,0.433913,1,0.312139,0.504348,1,1,0,815,2347,3694,6041,6772,1348
"458",458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1241.57142857143,0.422225714285715,0.415862428571429,0.461483,0.466667,1,0.100133,0.396667,1,1,0,413,1208,4728,5936,6436,1058
"459",459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1358.28571428571,0.442702,0.436695142857143,0.53345,0.541667,1,0.180975,0.469583,1,1,0,817,1348,5424,6772,6457,1192
"460",460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1413.14285714286,0.450916285714286,0.445623714285714,0.431163,0.435,1,0.219529,0.374167,1,1,0,384,1058,5378,6436,6460,1807
"461",461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1464.28571428571,0.442463857142858,0.438317857142857,0.390767,0.403333,1,0.300388,0.377083,0,0,0,358,1192,5265,6457,6857,3252
"462",462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1608.71428571429,0.447225714285715,0.440481571428572,0.426129,0.4375,1,0.274871,0.254167,0,0,0,1011,1807,4653,6460,5169,2230
"463",463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,1744.57142857143,0.449130428571429,0.441113142857143,0.492425,0.5,1,0.232596,0.275833,1,1,0,951,3252,3605,6857,5585,905
"464",464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,1727.85714285714,0.459725714285715,0.451847142857143,0.476638,0.489167,1,0.358196,0.3175,1,1,0,-117,2230,2939,5169,5918,819
"465",465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,1684.57142857143,0.467619142857143,0.458865,0.436233,0.446667,1,0.249375,0.435,1,1,0,-303,905,4680,5585,4862,482
"466",466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,1609,0.464762,0.455257857142857,0.337274,0.348696,1,0.295274,0.469565,1,1,0,-529,819,5099,5918,5409,663
"467",467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,1526.71428571429,0.437194714285715,0.427232714285714,0.387604,0.3975,1,0.290429,0.46625,1,1,0,-576,482,4380,4862,6398,1252
"468",468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,1451.14285714286,0.431837571428572,0.42101,0.431808,0.4425,1,0.155471,0.408333,0,0,0,-529,663,4746,5409,7460,2795
"469",469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1371.85714285714,0.437432857142858,0.426873,0.487996,0.495,1,0.190917,0.502917,0,0,0,-555,1252,5146,6398,7132,2846
"470",470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,1306.57142857143,0.445647142857143,0.435711142857143,0.573875,0.606667,1,0.225129,0.507917,1,0,1,-457,2795,4665,7460,6370,1198
"471",471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,1394.57142857143,0.460885285714286,0.447346857142857,0.614925,0.664167,1,0.284829,0.561667,1,1,0,616,2846,4286,7132,6691,989
"472",472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1436.42857142857,0.485885285714286,0.467102142857143,0.598487,0.608333,1,0.273629,0.390417,1,1,0,293,1198,5172,6370,4367,347
"473",473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,1460.71428571429,0.508980428571429,0.490281285714286,0.457038,0.463333,2,0.167912,0.569167,1,1,0,170,989,5702,6691,6565,846
"474",474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,1441.42857142857,0.525357142857143,0.507390428571429,0.493046,0.498333,1,0.0659292,0.6125,1,1,0,-135,347,4020,4367,7290,1340
"475",475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,1467.57142857143,0.539761857142858,0.522453571428571,0.515775,0.526667,1,0.149871,0.694583,0,0,0,183,846,5719,6565,6624,2541
"476",476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1480.14285714286,0.551785714285715,0.534448857142857,0.542921,0.57,1,0.283587,0.682917,0,1,0,88,1340,5950,7290,3214,195
"477",477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,1443.85714285714,0.562500000000001,0.542295285714286,0.301125,0.321667,2,0.303496,0.766667,1,1,0,-254,2541,4083,6624,5633,518
"479",479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,1065.14285714286,0.521785714285715,0.503331,0.405283,0.413333,1,0.249383,0.454167,1,1,0,-2651,195,3019,3214,6196,655
"480",480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,968,0.485952285714286,0.473382142857143,0.470317,0.476667,1,0.118792,0.427917,1,1,0,-680,518,5115,5633,5026,475
"481",481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,920.285714285714,0.467142857142858,0.455072142857143,0.483583,0.498333,2,0.176625,0.756667,1,1,0,-334,655,5541,6196,6233,1014
"482",482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,938.571428571429,0.472142857142858,0.458864285714286,0.452637,0.4575,1,0.347633,0.400833,0,0,0,128,475,4551,5026,4220,1120
"483",483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,962.571428571429,0.466309571428572,0.453091571428571,0.377504,0.376667,2,0.129975,0.489583,0,0,0,168,1014,5219,6233,6304,2229
"484",484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,931.142857142857,0.444881,0.433338571428571,0.450121,0.458333,1,0.116908,0.587083,1,1,0,-220,1120,3100,4220,5572,665
"485",485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,886.571428571429,0.428928571428572,0.420081428571429,0.457696,0.464167,2,0.171638,0.57,1,1,0,-312,2229,4075,6304,5740,653
"486",486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,953.714285714286,0.449285714285715,0.442448714285714,0.577021,0.613333,2,0.156096,0.659583,1,1,0,470,665,4907,5572,6169,667
"487",487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,973,0.477857142857143,0.466982714285714,0.537896,0.564167,1,0.138058,0.797083,1,1,0,135,653,5087,5740,6421,764
"488",488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,974.714285714286,0.490357142857143,0.476636857142857,0.537242,0.56,2,0.133696,0.768333,1,1,0,12,667,5502,6169,6296,1069
"489",489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,1016,0.499166714285715,0.484302428571429,0.590917,0.6275,1,0.162938,0.735417,0,0,0,289,764,5657,6421,6883,2496
"490",490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1023.85714285714,0.523452428571429,0.504056714285714,0.584608,0.621667,2,0.152992,0.756667,0,0,0,55,1069,5227,6296,6359,2135
"491",491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,1220.42857142857,0.558452428571429,0.533643,0.546737,0.5625,2,0.149879,0.74,1,1,0,1376,2496,4387,6883,6273,1008
"492",492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,1207,0.573333428571429,0.547445285714286,0.527142,0.5375,2,0.230721,0.664167,1,1,0,-94,2135,4224,6359,5728,738
"493",493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1256,0.583809571428572,0.557366142857143,0.557471,0.581667,2,0.296029,0.685833,1,1,0,343,1008,5265,6273,4717,620
"494",494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,1268.14285714286,0.579285857142858,0.554573285714286,0.553025,0.575,2,0.216412,0.744167,1,1,0,85,738,4990,5728,6572,1026
"495",495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,1261.42857142857,0.580833428571429,0.556734571428571,0.491783,0.505833,1,0.314063,0.552083,1,1,0,-47,620,4097,4717,7030,1319
"496",496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1298.85714285714,0.573095285714286,0.550240428571429,0.520833,0.533333,1,0.236937,0.360417,0,0,0,262,1026,5546,6572,7429,2622
"497",497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1334.57142857143,0.559642857142858,0.540228428571428,0.544817,0.564167,1,0.123133,0.480417,0,0,0,250,1319,5711,7030,6118,2172
"498",498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,1352.57142857143,0.551428571428572,0.534544,0.585238,0.6125,1,0.225117,0.57625,1,1,0,126,2622,4807,7429,2843,342
"499",499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,1357.85714285714,0.558571428571429,0.540044142857143,0.5499,0.573333,2,0.212692,0.789583,1,1,0,37,2172,3946,6118,5115,625
"500",500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,1262.71428571429,0.563690428571429,0.543295285714286,0.576404,0.611667,2,0.147392,0.794583,1,1,0,-666,342,2501,2843,7424,991
"501",501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,1246.57142857143,0.567976142857143,0.546,0.595975,0.636667,1,0.122512,0.697917,1,1,0,-113,625,4490,5115,7384,1242
"502",502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,1299.57142857143,0.576785714285715,0.552135714285714,0.572613,0.593333,1,0.229475,0.52,1,1,0,371,991,6433,7424,7639,1521
